Classe2;Sample.ID;PC1;PC2;PC3;PC4;PC5
FORSU;35;-1.9753469274889603;-0.7287964965368408;0.2760387807352646;-0.811553523253874;-0.38546157131539444
FORSU;35;-2.3135468005698403;-0.857853017851313;0.12277547344232972;-0.8417692358028315;-0.30446410742916746
FORSU;15;-1.1097139632893365;-0.8066346522707015;0.12711771407917627;-0.10188556458558565;0.40550276417380204
FORSU;3;-3.1510266784616774;-1.789076458817517;-0.7872362483954858;-0.3820939912842987;-0.3020518132151403
FORSU;47;-0.6519610669303242;0.911901267055675;0.016227929014991815;1.0468891192846757;-0.8801125165114241
FORSU;15;-0.07023704177314732;-0.13964154917494642;0.7097253389097941;0.00813198854408425;0.5038447350321706
FORSU;3;-1.9642802243699145;-1.0983133821880877;-0.6743838988788695;-0.03706174358883495;0.2661241191635731
FORSU;15;0.8880199751764307;0.4972522129082806;1.2183809356304396;0.08050931863582966;0.5165998891606639
FORSU;14;-1.9796721487656999;-0.3901713821859006;-0.45035014884927865;0.5147231347738024;0.4760498061971501
FORSU;14;-2.4535254536327105;-0.9678118567666584;-0.4817771463369814;0.1344748377484585;0.29225016934128956
FORSU;14;-0.43373613411543815;-0.32169391263209607;0.45188361858832077;0.018443512030609323;0.7048822578032247
FORSU;14;0.8127183619052768;0.3546060240714418;1.0434497104955571;0.10075314627770303;0.6569715631013936
FORSU;15;-0.47230394500391004;-0.3805373199109825;0.4780876420538327;-0.023905163794500122;0.5099340574886773
FORSU;19;-1.5178558283861687;0.5397239807224445;-0.3260642987273466;0.5513621894428017;0.06997438513716567
FORSU;19;-2.787359249425278;-0.38368932210988405;-0.5093481538538299;0.42060321744812484;0.3045621161251832
FORSU;19;-2.9286066558273935;-0.804967749165075;-0.619376904802881;0.34607305407965816;0.3427235346502792
FORSU;20;-2.6432543387844105;-0.6520052790379458;-0.4337526738386325;0.21203633434525987;0.271306584462016
FORSU;2;-3.246940036694494;-1.9483984985839262;-0.9051875237079982;-0.6206791816085498;0.04001372976911281
FORSU;20;-1.5340043690511391;-0.47629860477032254;0.23138351203070104;-0.1990464078783521;0.4440765441871817
FORSU;10;-2.528855852593275;-1.0197355348095334;-0.9218926200457802;0.34537718268106127;0.27990358082661526
FORSU;20;-2.226563236550044;-0.11603617811117298;-0.30212212175835723;0.4017539600199413;0.21859611560361042
FORSU;47;1.352852407627632;1.3210285901552261;0.2634296285457694;0.9273891449855709;-0.4887558801566124
FORSU;20;-0.6472878533645078;0.10359006484334064;0.6736054759598968;-0.15466070761273487;0.434196701547018
FORSU;19;-3.1816790487514996;-0.9498189001347782;-0.6179416379357175;0.3532143646902367;0.28680874808964013
FORSU;2;-3.409137510933391;-2.0180449385052026;-0.8687716790262098;-0.770791497089061;-0.16146376275528906
FORSU;47;1.439264565633554;1.3870566578364212;0.13121702381736974;0.9188543220929279;-0.7380352696370011
FORSU;47;-1.502647033709436;-0.18411845196415128;-0.3214012574713464;0.8247645851395873;-0.8299323289851781
FORSU;10;-3.214176764707401;-1.3231891111384602;-0.9003942066199498;-0.0019827730215362855;0.26281096076850946
FORSU;47;-1.8415416802320075;0.18896688476763288;-0.201483465052176;1.0308670971900038;-0.5711252107314165
FORSU;47;-1.5458426704055852;0.4179959897017517;-0.17302978650305534;1.128436019564416;-0.854718823106943
FORSU;19;-3.1316523145316504;-0.8638385766835512;-0.6275149115802877;0.44232289384879714;0.3110685357577816
FORSU;31;-1.6837146611528728;0.5388488256298772;1.3046818113149463;-0.777197108584435;-0.11408009116836788
FORSU;31;-1.993267058919126;-0.194975554949269;0.7917347382308226;-0.9646367746060237;-0.3127107080212449
FORSU;31;-2.1385242612421194;-0.47481279009795824;0.3804817275291747;-0.6938210991366509;-0.28285677063481396
FORSU;31;-2.1374975448626437;-0.7820758377199184;0.1490961750320483;-0.7428879951853397;-0.391837225486641
FORSU;31;-2.308252189719281;-0.8915076208623671;0.09612796948957802;-0.7626659423260629;-0.3768944025397511
FORSU;2;-3.14731712193856;-2.5099218433289785;-1.0069122565217627;-1.689124497921799;-0.30215472224341794
PERCOLATO;55;0.4910142681533155;0.5234679002209005;0.06354784910276128;0.6306451303676301;-0.6307040316182293
PERCOLATO;55;0.43402007195926207;0.7325313996960198;0.1494228761679797;0.5967691813047044;-0.6357294486054975
PERCOLATO;55;0.9877334144084214;0.9953396375893242;0.26742951535229725;0.5929030199261704;-0.5027394596627214
PERCOLATO;55;0.5537861166657881;0.433813308576929;0.038044886710891665;0.6400807047393532;-0.6210976865864032
PERCOLATO;30;-2.590113560894616;-0.3276423676001575;0.43942321396750067;-0.8299512947769996;-0.39839606795878896
PERCOLATO;37;-1.9667119376573419;-0.12179111275354276;0.5954589888949249;-0.6987125955255744;-0.19516666956146136
PERCOLATO;16;-0.79827185316631;-0.07496847782627938;0.38638578832684045;-0.1856919670510153;-0.14440883729921175
PERCOLATO;16;-1.2825691068972833;-0.46776410704392996;0.01087149589470928;-0.11894336945176791;-0.23083314994081466
PERCOLATO;16;-1.581577917798011;-0.8011498625946146;-0.1700852422684386;-0.0955240575454701;-0.3207826651106164
PERCOLATO;16;-1.530483627415783;-0.910236564804868;-0.18537949776018145;-0.15109588658148151;-0.3735224173492058
PERCOLATO;22;-0.40956702002325107;0.1656566835994384;0.7990247387128683;-0.19612160960946318;0.021816349770999596
PERCOLATO;22;-1.0255756713327353;-0.23319761972499536;0.41114695327393547;-0.2733055195855884;-0.1827579142808804
PERCOLATO;22;-1.3183995750513535;-0.05967419459968631;0.5004703253285434;-0.10128460664649369;-0.019732124785108128
PERCOLATO;22;-1.666160409109391;-0.4365451637012838;0.028803033688419695;-0.028040108953528625;-0.15082762723123896
PERCOLATO;22;-2.771280865367506;-0.8645304204865961;-0.40694078489281643;0.20079341941663748;-0.30339608707410975
PERCOLATO;11;-3.827849555846476;-1.7721442748888365;-0.809807224474813;-0.44525237701491427;-0.2463580303370066
PERCOLATO;11;-3.5725129868918284;-1.5394284454337515;-0.8588591970952665;-0.244540913293562;0.06434313825702645
PERCOLATO;55;0.4492666403790016;0.2706485926412435;-0.04564805800771123;0.657538584264652;-0.6498689629392476
PERCOLATO;11;-3.7619219321687063;-1.6884911967693488;-0.8040666441457195;-0.36315198672674615;-0.21317543868925734
PERCOLATO;11;-3.7737871452824763;-2.102636687294355;-0.9012415969810809;-1.0141963827651812;-0.46175265258450515
PERCOLATO;30;-0.7004643019815963;0.7046698992525863;1.3047187265348623;-0.5082040783524165;-0.05259290137593203
PERCOLATO;30;-1.6871782582909185;0.16264862763697768;0.8945483194613012;-0.7156556534584114;-0.18934874276963984
PERCOLATO;30;-1.0919096208460217;0.2900742725555229;0.9638451811966924;-0.5494437988328763;-0.037886370740145704
PERCOLATO;30;-1.542271565227462;-0.010829696804143597;0.7677494209632434;-0.6554844601742279;-0.19864263788084607
PERCOLATO;37;-0.8666134690333432;0.6057665507682404;1.1563964154657438;-0.43593103868894617;0.045945648999719785
PERCOLATO;37;-1.5038738600630426;0.30657247748277777;0.930255992344696;-0.5924351151372677;-0.0348928244846228
PERCOLATO;37;-1.6716552550005865;0.07207008501448121;0.778656929035632;-0.6771107329144666;-0.14717238781950265
PERCOLATO;37;-2.065163592030742;-0.38335376501893975;0.4243171060213404;-0.7350754291304611;-0.2915572652256631
PERCOLATO;55;0.9656369832415829;1.050696820297133;0.37214832171975176;0.5678640629815962;-0.43323610883630853
