Variable,PC1,PC2,PC3
cmos1,0.528337852737693,0.00431991849285377,0.721311034170447
cmos2,0.668700221983092,-0.00986358420438684,-0.0284977486273519
cmos3,0.4008611265773,0.648828772607682,-0.528761318886452
cmos4,-0.336168832111881,0.760858246881289,0.446441192047275
