Classe2;Sample.ID;LD1;LD2;LD3;LD4
PERCOLATO;22;-1.4216137389527805;1.0990843743651364;-0.7017697817830111;-0.7172583749451849
PERCOLATO;22;-0.8718533807571757;2.2788582526016015;1.6450454608115868;1.6810383324672074
PERCOLATO;11;-1.6841615190989363;0.14828562904735296;2.1968356071223774;1.3909191946521482
PERCOLATO;11;-1.1388663667039336;1.3992120205512895;0.016386268345597196;0.1306196466885747
PERCOLATO;55;0.5034637788414684;0.33257081713152714;1.9464517805568422;0.8217078405971867
PERCOLATO;11;-0.8859158495418745;2.0876192714340585;0.9917171572628348;0.9996564759658565
PERCOLATO;11;-1.783413769385159;-0.8549116483252912;3.1785110687030245;2.0765866060689695
PERCOLATO;30;-1.7215223239870936;-0.8147735716275878;1.4930782569198993;-0.3623562704836193
PERCOLATO;30;-1.8987516938085132;0.40133617188852067;1.0526432699097161;-0.3574238434587166
PERCOLATO;30;-1.5753217507002584;0.06968048194812729;0.9160937054919049;-0.6918990652155697
PERCOLATO;30;-1.7416504503980863;1.0684281014431753;1.0070431324740563;-1.2190181877511737
PERCOLATO;37;-1.5946245868738131;-0.7504788332505677;0.8977394747156107;-0.21996216404196203
PERCOLATO;37;-1.8186575934609308;0.06750358893235095;0.6713773199136285;-0.5986167864545512
PERCOLATO;37;-1.6598589974014675;0.5711076778538862;0.946663339761612;-0.3439675484787086
PERCOLATO;37;-1.3631265329914066;1.465935788779612;1.1367572055530435;0.09383923349911
PERCOLATO;55;-0.2629797921118586;-0.8717931909920602;1.0210801737628865;-0.8055512113531841
